Date,Open,High,Low,Close,Adj Close,Volume
2019-10-31,668.400024,695.450012,666.099976,685.599976,642.346558,27405901
2019-11-01,690.000000,694.000000,682.599976,687.900024,644.501587,9713519
2019-11-04,681.799988,732.500000,678.150024,709.000000,664.270325,29381982
2019-11-05,708.750000,708.750000,691.500000,696.099976,652.184204,12897805
2019-11-06,695.799988,721.500000,692.000000,712.299988,667.362122,21372589
2019-11-07,717.000000,724.349976,712.099976,720.099976,674.670044,13733737
2019-11-08,722.000000,724.250000,705.500000,708.150024,663.473999,8585630
2019-11-11,698.900024,707.200012,698.000000,704.400024,659.960571,6951494
2019-11-13,696.500000,700.000000,687.750000,691.349976,647.733887,9973690
2019-11-14,696.349976,709.799988,696.349976,705.299988,660.803711,10539902
2019-11-15,709.049988,712.950012,702.299988,703.900024,659.492065,7362623
2019-11-18,705.000000,710.000000,699.299988,705.200012,660.710083,7490916
2019-11-19,709.900024,714.000000,705.000000,712.849976,667.877502,6495885
2019-11-20,712.799988,715.000000,705.000000,713.000000,668.018005,6142171
2019-11-21,715.500000,721.450012,710.500000,713.250000,668.252197,9692973
2019-11-22,711.750000,712.000000,685.099976,693.200012,649.467163,14415826
2019-11-25,693.349976,705.150024,693.200012,698.099976,654.057983,7334511
2019-11-26,705.000000,707.250000,686.000000,690.599976,647.031128,27253106
2019-11-27,694.250000,697.650024,690.099976,695.750000,651.856262,3861635
2019-11-28,699.099976,703.349976,694.049988,701.849976,657.571411,4837683
2019-11-29,700.900024,702.299988,691.549988,696.349976,652.418335,4262379
2019-12-02,703.099976,704.000000,690.299988,692.700012,648.998718,9383736
2019-12-03,692.700012,699.700012,688.549988,698.349976,654.292175,5239013
2019-12-04,697.000000,710.500000,693.349976,708.849976,664.129761,7427886
2019-12-05,706.450012,715.900024,703.799988,714.849976,669.751282,4814422
2019-12-06,715.950012,720.000000,709.599976,715.099976,669.985413,5226096
2019-12-09,716.000000,722.349976,714.250000,717.250000,671.999817,6435865
2019-12-10,713.000000,718.500000,710.000000,714.549988,669.470215,4457939
2019-12-11,716.599976,722.700012,713.000000,721.049988,675.560181,6043554
2019-12-12,718.500000,720.700012,699.549988,702.099976,657.805664,11112042
2019-12-13,700.349976,712.900024,700.349976,711.299988,666.425232,10302412
2019-12-16,712.299988,720.200012,710.200012,714.000000,668.954895,5616324
2019-12-17,719.700012,731.250000,715.000000,729.700012,683.664429,10525565
2019-12-18,731.000000,737.299988,722.750000,732.450012,686.240967,12215295
2019-12-19,733.500000,735.950012,724.599976,730.849976,684.741821,7199210
2019-12-20,731.000000,735.000000,728.250000,731.549988,685.397705,7794167
2019-12-23,732.150024,737.299988,731.650024,736.000000,689.566956,4975608
2019-12-24,736.950012,736.950012,728.299988,733.400024,687.131042,2890759
2019-12-26,732.000000,734.549988,726.549988,728.950012,682.961792,3821806
2019-12-27,729.750000,737.500000,728.849976,736.950012,690.457092,3399094
2019-12-30,736.099976,737.950012,727.250000,732.900024,686.662598,5368416
2019-12-31,729.700012,737.750000,725.450012,731.150024,685.023010,6927885
2020-01-01,735.000000,740.000000,732.549988,736.849976,690.363281,2112415
2020-01-02,738.900024,740.799988,730.900024,734.700012,688.349060,5658200
2020-01-03,733.900024,748.000000,733.900024,746.000000,698.936096,7882938
2020-01-06,746.099976,753.799988,736.500000,738.849976,692.237122,6519403
2020-01-07,738.000000,742.599976,725.099976,727.900024,681.977966,7899363
2020-01-08,724.950012,729.000000,708.299988,718.200012,672.889954,8639443
2020-01-09,721.700012,731.500000,714.299988,727.549988,681.650146,13521186
2020-01-10,740.450012,742.900024,730.500000,738.150024,691.581360,9341405
2020-01-13,760.000000,777.500000,755.000000,773.549988,724.748047,36952038
2020-01-14,769.950012,776.950012,767.200012,775.650024,726.715515,11414418
2020-01-15,773.849976,773.849976,762.150024,767.549988,719.126526,6047430
2020-01-16,770.700012,772.500000,760.250000,767.000000,718.611267,5740586
2020-01-17,770.700012,772.900024,762.250000,767.849976,719.407593,3762957
2020-01-20,771.599976,774.400024,762.950012,768.450012,719.969727,3887680
2020-01-21,768.450012,770.500000,760.750000,762.500000,714.395203,4448374
2020-01-22,768.450012,778.000000,766.000000,770.200012,721.609375,9733935
2020-01-23,777.099976,785.500000,776.700012,784.349976,734.866577,12528017
2020-01-24,775.750000,786.500000,773.599976,782.750000,733.367615,7540490
2020-01-27,779.049988,784.799988,774.400024,778.099976,729.010925,3741610
2020-01-28,781.000000,781.799988,772.000000,778.000000,728.917236,5121009
2020-01-29,786.599976,792.799988,784.250000,789.700012,739.879150,6832757
2020-01-30,789.700012,789.700012,778.000000,780.700012,731.446899,3859680
2020-01-31,780.549988,784.950012,771.599976,775.950012,726.996582,6092028
2020-02-03,782.000000,790.950012,764.500000,767.400024,718.985962,6416745
2020-02-04,770.099976,789.900024,770.099976,787.849976,738.145752,5771311
2020-02-05,781.000000,786.000000,774.400024,784.549988,735.054077,6310409
2020-02-06,784.349976,786.799988,770.000000,771.349976,722.686829,7341622
2020-02-07,775.950012,778.849976,771.000000,777.299988,728.261414,2853344
2020-02-10,774.000000,778.000000,769.750000,773.200012,724.420105,3827682
2020-02-11,779.000000,779.099976,769.200012,773.549988,724.748047,4312817
2020-02-12,775.799988,783.250000,775.099976,781.049988,731.774780,2948825
2020-02-13,785.000000,794.000000,782.200012,792.250000,742.268311,4387430
2020-02-14,794.500000,799.200012,784.599976,786.450012,736.834167,5321680
2020-02-17,790.299988,793.450012,783.299988,789.450012,739.644897,2929629
2020-02-18,785.000000,799.049988,783.650024,797.650024,747.327576,5083346
2020-02-19,800.000000,804.849976,796.150024,800.450012,749.950928,3985192
2020-02-20,803.250000,806.099976,793.849976,797.000000,746.718506,4564569
2020-02-24,800.099976,811.599976,792.150024,795.849976,745.641052,6627536
2020-02-25,799.000000,806.000000,795.400024,798.400024,748.030273,6996695
2020-02-26,793.950012,801.450012,780.500000,782.750000,733.367615,8760569
2020-02-27,778.000000,780.750000,772.200012,777.849976,728.776733,5223386
2020-02-28,750.000000,756.799988,722.049988,731.700012,685.538269,14123957
2020-03-02,737.000000,765.900024,733.750000,741.049988,694.298340,9821523
2020-03-03,755.000000,759.000000,741.250000,747.000000,699.873108,7826587
2020-03-04,753.900024,761.500000,745.549988,758.750000,710.881714,11013444
2020-03-05,763.750000,773.549988,751.750000,754.599976,706.993530,7755293
2020-03-06,741.000000,744.000000,729.099976,738.950012,692.330933,9216022
2020-03-09,724.500000,725.849976,697.000000,704.450012,660.007324,10308654
2020-03-11,690.650024,695.950012,669.049988,686.000000,642.721375,16165009
2020-03-12,668.000000,670.000000,627.500000,631.200012,591.378601,13965574
2020-03-13,592.000000,667.000000,570.000000,642.349976,601.825134,16903113
2020-03-16,622.000000,622.150024,580.000000,583.150024,546.360107,19140152
2020-03-17,588.099976,592.000000,550.000000,554.950012,519.939148,16059887
2020-03-18,568.000000,578.000000,528.000000,534.299988,500.591888,15390183
2020-03-19,509.250000,558.000000,509.250000,545.549988,511.132141,16583991
2020-03-20,549.500000,617.450012,548.000000,585.200012,548.280701,21354894
2020-03-23,540.000000,560.950012,515.900024,526.450012,493.237183,17146150
2020-03-24,522.000000,601.150024,522.000000,589.799988,552.590454,20027097
2020-03-25,597.000000,635.000000,565.700012,606.200012,567.955811,18339548
2020-03-26,615.000000,650.849976,612.099976,643.000000,602.434265,14843813
2020-03-27,665.049988,674.900024,642.250000,652.700012,611.522278,13495283
2020-03-30,625.099976,663.500000,621.099976,626.700012,587.162537,14624804
2020-03-31,650.000000,662.000000,633.700012,641.500000,601.028870,15175521
2020-04-01,634.349976,637.500000,594.000000,602.799988,564.770386,13083824
2020-04-03,603.500000,606.000000,582.150024,585.700012,548.749146,10221655
2020-04-07,615.000000,644.250000,612.900024,639.000000,598.686584,15145605
2020-04-08,630.000000,655.650024,626.349976,631.599976,591.753418,11806896
2020-04-09,646.799988,652.799988,632.099976,636.250000,596.109985,11931114
2020-04-13,629.000000,651.700012,626.049988,637.400024,597.187561,8330276
2020-04-15,651.400024,653.299988,635.599976,639.049988,598.733276,11963447
2020-04-16,619.950012,634.900024,603.500000,623.849976,584.492249,17783287
2020-04-17,644.000000,646.000000,626.000000,628.750000,589.083130,8878320
2020-04-20,640.000000,661.000000,639.000000,653.299988,612.084412,13322913
2020-04-21,627.799988,646.500000,627.799988,633.200012,593.252502,11660575
2020-04-22,633.200012,645.000000,628.049988,641.849976,601.356750,8266728
2020-04-23,647.049988,683.650024,638.099976,679.299988,636.444031,14451289
2020-04-24,668.549988,675.000000,654.799988,658.000000,616.487854,7319940
2020-04-27,661.049988,681.000000,661.049988,664.599976,622.671448,7183306
2020-04-28,673.000000,677.000000,653.049988,660.700012,619.017578,7296571
2020-04-29,666.000000,682.000000,658.000000,676.549988,633.867615,8639056
2020-04-30,700.000000,720.000000,698.099976,715.500000,670.360291,16253821
2020-05-04,689.799988,701.200012,670.349976,673.700012,631.197388,9122740
2020-05-05,681.750000,685.599976,670.000000,673.700012,631.197388,6393053
2020-05-06,676.900024,681.450012,664.049988,665.900024,623.889465,7934250
2020-05-07,665.549988,674.349976,662.450012,664.950012,622.999390,4779548
2020-05-08,672.250000,680.900024,668.500000,674.200012,631.665771,8400321
2020-05-11,682.500000,698.549988,678.000000,682.900024,639.817017,7370186
2020-05-12,678.500000,691.000000,675.500000,687.650024,644.267334,7356039
2020-05-13,694.799988,699.900024,683.750000,694.150024,650.357239,8287101
2020-05-14,659.000000,671.750000,652.599976,658.150024,616.628479,16888262
2020-05-15,664.799988,664.799988,646.700012,652.299988,611.147522,9255353
2020-05-18,659.849976,670.549988,653.000000,663.900024,622.015686,10435442
2020-05-19,664.000000,674.799988,655.000000,668.599976,626.419128,5902208
2020-05-20,668.500000,673.000000,659.650024,669.549988,627.309204,5794636
2020-05-21,666.500000,679.450012,665.400024,672.200012,629.791992,7213225
2020-05-22,675.000000,695.849976,673.500000,692.349976,648.670776,11867731
2020-05-26,693.000000,699.450012,679.000000,680.549988,637.615234,7099606
2020-05-27,686.049988,709.200012,675.000000,705.450012,660.944336,8774636
2020-05-28,707.000000,710.000000,690.000000,707.400024,662.771362,9440091
2020-05-29,692.500000,700.799988,674.950012,691.000000,656.218567,28290128
2020-06-01,698.750000,706.650024,691.500000,699.549988,664.338257,12276438
2020-06-02,700.500000,711.650024,697.549988,708.099976,672.457825,7059304
2020-06-03,710.700012,711.900024,696.000000,701.549988,666.237488,11378568
2020-06-04,702.000000,709.450012,697.500000,707.750000,672.125488,10782424
2020-06-05,707.000000,711.700012,700.599976,703.549988,668.136902,7718679
2020-06-08,707.650024,725.799988,704.000000,720.849976,684.566162,10719105
2020-06-09,720.000000,729.599976,715.049988,717.599976,681.479675,10078029
2020-06-10,715.000000,719.450012,709.200012,715.849976,679.817749,7263049
2020-06-11,712.000000,713.400024,700.250000,703.950012,668.516785,8825715
2020-06-12,675.799988,695.150024,675.500000,692.049988,657.215698,9795316
2020-06-15,693.000000,704.400024,685.250000,687.549988,652.942200,7857344
2020-06-16,702.000000,712.000000,699.150024,701.200012,665.905212,10131760
2020-06-17,699.900024,710.299988,698.000000,703.650024,668.231873,7291916
2020-06-18,708.200012,716.599976,706.000000,713.900024,677.965942,6670195
2020-06-19,709.000000,711.900024,701.000000,705.549988,670.036255,22438862
2020-06-22,707.099976,708.700012,700.000000,703.700012,668.279358,7804096
2020-06-23,695.700012,724.500000,692.099976,720.650024,684.376282,12157390
2020-06-24,716.900024,726.799988,709.400024,714.150024,678.203430,10220838
2020-06-25,704.849976,705.599976,693.500000,700.500000,665.240417,14945284
2020-06-26,710.200012,751.599976,710.000000,748.200012,710.539490,26030458
2020-06-29,735.400024,744.700012,730.099976,731.750000,694.917480,8954428
2020-06-30,732.799988,738.950012,724.250000,735.950012,698.906067,10411290
2020-07-01,737.250000,742.299988,729.750000,731.900024,695.059937,5477468
2020-07-02,737.349976,765.450012,735.400024,756.599976,718.516602,17263756
2020-07-03,755.000000,764.000000,752.500000,762.700012,724.309631,7796572
2020-07-06,765.200012,775.000000,761.500000,764.000000,725.544128,8810958
2020-07-07,769.400024,796.950012,765.549988,794.150024,754.176636,19362533
2020-07-08,784.900024,784.900024,772.200012,774.700012,735.705688,8476642
2020-07-09,780.000000,790.000000,775.000000,781.700012,742.353271,6854166
2020-07-10,773.500000,789.900024,773.500000,781.849976,742.495667,5206452
2020-07-13,788.000000,805.349976,786.049988,797.049988,756.930603,10804688
2020-07-14,792.950012,806.400024,781.349976,783.250000,743.825195,8961822
2020-07-15,799.000000,848.450012,794.799988,830.950012,789.124268,30060599
2020-07-16,900.099976,955.500000,894.250000,911.000000,865.144958,90432109
2020-07-17,911.000000,919.900024,892.150024,903.150024,857.690063,31682878
2020-07-20,908.500000,945.000000,906.750000,934.299988,887.272217,18421053
2020-07-21,945.000000,949.700012,929.200012,936.750000,889.598755,12877784
2020-07-22,938.950012,939.000000,910.000000,917.900024,871.697571,14354201
2020-07-23,915.650024,915.799988,900.650024,907.950012,862.248474,13051307
2020-07-24,903.250000,925.750000,903.250000,922.849976,876.398499,18209580
2020-07-27,921.549988,952.799988,918.650024,948.450012,900.709900,16827870
2020-07-28,946.000000,967.549988,941.200012,962.849976,914.385071,15818463
2020-07-29,953.250000,960.000000,943.599976,954.150024,906.123047,11152710
2020-07-30,962.000000,972.650024,958.750000,961.450012,913.055542,12492320
2020-07-31,969.250000,986.450012,953.299988,966.000000,917.376526,12704346
2020-08-03,960.000000,965.400024,947.450012,956.900024,908.734680,8479792
2020-08-04,960.450012,970.700012,940.549988,949.849976,902.039429,11133170
2020-08-05,952.000000,960.950012,938.299988,944.700012,897.148682,9614176
2020-08-06,953.500000,974.400024,942.500000,970.849976,921.982361,10976491
2020-08-07,969.450012,969.450012,949.000000,950.900024,903.036621,8010948
2020-08-10,948.900024,956.799988,945.299988,951.349976,903.463867,5716319
2020-08-11,949.900024,962.000000,946.099976,948.450012,900.709900,6802442
2020-08-12,948.000000,958.799988,942.200012,954.950012,906.882690,6908726
2020-08-13,954.799988,968.500000,948.250000,951.200012,903.321533,5097703
2020-08-14,955.849976,963.000000,952.049988,953.599976,905.600708,4663873
2020-08-17,954.099976,972.450012,954.099976,957.500000,909.304443,9008210
2020-08-18,963.900024,969.200012,958.700012,967.549988,918.848511,6141761
2020-08-19,970.900024,971.549988,957.450012,959.299988,911.013794,6622744
2020-08-20,958.900024,965.500000,951.299988,955.150024,907.072693,5656501
2020-08-21,963.049988,963.450012,946.549988,948.799988,901.042236,6513773
2020-08-24,947.000000,952.000000,939.200012,947.400024,899.712708,5798574
2020-08-25,947.500000,948.650024,933.599976,938.099976,890.880859,6233918
2020-08-26,941.250000,954.250000,938.400024,950.799988,902.941650,5153601
2020-08-27,960.000000,960.950012,945.200012,947.049988,899.380310,6154280
2020-08-28,951.450012,952.500000,933.049988,935.250000,888.174316,7593610
2020-08-31,935.250000,950.500000,914.599976,928.599976,881.859009,12808355
2020-09-01,926.250000,935.000000,912.099976,914.150024,868.136353,6907773
2020-09-02,915.000000,926.400024,913.500000,924.000000,877.490540,5678118
2020-09-03,926.500000,949.400024,924.000000,935.549988,888.459229,8827948
2020-09-04,915.000000,929.500000,914.450012,919.150024,872.884766,8650342
2020-09-07,918.900024,927.549988,913.049988,925.049988,878.487671,6700385
2020-09-08,929.950012,952.000000,925.549988,939.299988,892.020386,12891964
2020-09-09,935.000000,946.000000,926.000000,927.750000,881.051758,5528947
2020-09-10,935.299988,942.000000,924.799988,940.049988,892.732666,5171884
2020-09-11,934.900024,954.150024,931.000000,945.700012,898.098328,6671903
2020-09-14,957.000000,991.049988,948.299988,978.400024,929.152405,21871587
2020-09-15,979.500000,994.000000,971.650024,982.450012,932.998535,11608203
2020-09-16,986.000000,1005.650024,982.000000,1001.750000,951.327026,10059251
2020-09-17,995.000000,1021.000000,995.000000,1011.000000,960.111450,15628241
2020-09-18,1011.000000,1018.799988,999.099976,1002.150024,951.706909,12897633
2020-09-21,1001.000000,1031.000000,1000.500000,1009.900024,959.066833,14140637
2020-09-22,1009.000000,1022.500000,991.200012,1007.500000,956.787598,12625762
2020-09-23,1020.150024,1037.000000,1008.099976,1019.750000,968.421021,13486204
2020-09-24,1003.000000,1009.000000,970.000000,975.400024,926.303406,14427432
2020-09-25,975.799988,1014.900024,975.000000,1011.450012,960.538879,13311078
2020-09-28,1014.799988,1016.150024,998.500000,1010.400024,959.541687,8554526
2020-09-29,1018.000000,1028.000000,1004.099976,1009.000000,958.212097,8708463
2020-09-30,1009.000000,1023.950012,1005.000000,1008.250000,957.499878,8048817
2020-10-01,1020.599976,1026.500000,1011.750000,1017.650024,966.426819,5563358
2020-10-05,1018.049988,1054.900024,1018.049988,1048.699951,995.913818,14212509
2020-10-06,1055.000000,1060.000000,1031.349976,1055.750000,1002.608948,9090819
2020-10-07,1044.900024,1072.000000,1035.500000,1066.550049,1012.865479,9284008
2020-10-08,1090.000000,1124.000000,1088.400024,1093.699951,1038.648682,21482613
2020-10-09,1095.099976,1113.300049,1088.449951,1106.800049,1051.089355,10567867
2020-10-12,1123.000000,1140.000000,1112.099976,1132.099976,1075.115845,14633537
2020-10-13,1135.550049,1166.050049,1135.550049,1157.800049,1099.522339,17523825
2020-10-14,1162.000000,1164.900024,1131.099976,1137.000000,1079.769165,16649573
2020-10-15,1180.000000,1186.000000,1092.500000,1108.250000,1052.466431,44288251
2020-10-16,1113.849976,1135.949951,1096.900024,1127.500000,1070.747437,18365685
2020-10-19,1135.000000,1139.000000,1115.300049,1125.900024,1069.227905,12902123
2020-10-20,1118.900024,1144.699951,1110.000000,1137.500000,1080.244141,10448776
2020-10-21,1141.150024,1154.349976,1135.000000,1148.349976,1090.547974,19811433
2020-10-22,1142.000000,1158.000000,1123.800049,1129.050049,1072.219482,11271335
2020-10-23,1133.000000,1135.000000,1120.150024,1122.500000,1077.450684,9069862
2020-10-26,1122.250000,1129.599976,1103.150024,1112.449951,1067.804077,6309368
2020-10-27,1105.699951,1109.699951,1077.150024,1090.849976,1047.070923,10172479
2020-10-28,1095.500000,1104.750000,1070.050049,1076.550049,1033.344727,7608392
2020-10-29,1070.000000,1082.000000,1060.099976,1074.849976,1031.713013,6935616
2020-10-30,1072.000000,1083.599976,1052.349976,1060.599976,1018.034912,8800386
2020-11-02,1065.000000,1079.949951,1051.099976,1072.300049,1029.265381,7183119
2020-11-03,1072.000000,1079.400024,1057.500000,1062.550049,1019.906738,7204782
2020-11-04,1068.000000,1116.000000,1066.800049,1093.949951,1050.046387,15702690
2020-11-05,1109.900024,1123.000000,1099.000000,1104.000000,1059.693237,9568890
2020-11-06,1108.000000,1121.099976,1091.699951,1112.750000,1068.092041,8807127
2020-11-09,1129.300049,1146.000000,1121.150024,1136.550049,1090.936768,10160320
2020-11-10,1113.849976,1113.849976,1078.000000,1091.050049,1047.262939,15622869
2020-11-11,1096.000000,1126.349976,1087.000000,1122.500000,1077.450684,12514800
2020-11-12,1128.099976,1142.000000,1113.750000,1117.750000,1072.891235,9180976
2020-11-13,1120.000000,1133.000000,1117.000000,1124.199951,1079.082397,6363212
2020-11-14,1137.000000,1139.650024,1131.099976,1133.449951,1087.961182,1136144
2020-11-17,1144.750000,1145.000000,1112.650024,1123.699951,1078.602539,12813968
2020-11-18,1128.500000,1132.699951,1101.449951,1110.550049,1065.980347,9839468
2020-11-19,1100.000000,1114.699951,1093.800049,1096.750000,1052.734253,10092343
2020-11-20,1106.000000,1109.000000,1091.099976,1103.349976,1059.069214,8063554
2020-11-23,1105.000000,1144.800049,1101.949951,1139.849976,1094.104248,10546363
2020-11-24,1145.000000,1154.900024,1133.349976,1140.050049,1094.296387,8515426
2020-11-25,1137.000000,1143.500000,1111.250000,1115.650024,1070.875732,8958701
2020-11-26,1119.949951,1119.949951,1098.300049,1113.199951,1068.523926,10962256
2020-11-27,1118.000000,1121.000000,1091.000000,1100.000000,1055.853638,25306145
2020-12-01,1105.050049,1140.250000,1105.050049,1137.849976,1092.184692,8933802
2020-12-02,1134.000000,1147.449951,1121.000000,1140.900024,1095.112183,6741637
2020-12-03,1147.000000,1147.000000,1122.699951,1126.449951,1081.242065,16212632
2020-12-04,1125.000000,1137.000000,1115.000000,1134.650024,1089.113159,10564055
2020-12-07,1147.300049,1153.000000,1136.000000,1143.500000,1097.607910,7792141
2020-12-08,1145.000000,1167.000000,1145.000000,1153.349976,1107.062744,12308330
2020-12-09,1168.050049,1179.500000,1157.000000,1175.199951,1128.035645,10039346
2020-12-10,1157.400024,1171.650024,1150.000000,1167.750000,1120.884644,9488782
2020-12-11,1159.699951,1171.949951,1155.250000,1163.199951,1116.517212,10574009
2020-12-14,1169.400024,1172.599976,1148.199951,1164.550049,1117.813110,6728187
2020-12-15,1156.000000,1163.699951,1152.000000,1154.599976,1108.262207,6905926
2020-12-16,1160.000000,1168.900024,1153.599976,1165.699951,1118.916870,7788404
2020-12-17,1165.900024,1168.900024,1156.199951,1159.199951,1112.677856,6658153
2020-12-18,1182.849976,1195.000000,1175.599976,1189.800049,1142.049805,15995676
2020-12-21,1188.000000,1209.750000,1152.050049,1177.300049,1130.051514,10858352
2020-12-22,1182.000000,1223.849976,1176.099976,1220.500000,1171.517700,10901851
2020-12-23,1238.000000,1258.849976,1230.550049,1253.050049,1202.761353,15878346
2020-12-24,1249.900024,1249.900024,1226.000000,1236.050049,1186.443604,7313885
2020-12-28,1238.449951,1248.000000,1236.000000,1240.300049,1190.523071,4607051
2020-12-29,1235.000000,1254.449951,1235.000000,1250.300049,1200.121826,6878105
2020-12-30,1253.000000,1253.300049,1238.150024,1246.800049,1196.762207,5194690
2020-12-31,1243.000000,1258.400024,1239.000000,1255.800049,1205.401001,7430470
2021-01-01,1257.900024,1265.500000,1255.800049,1260.449951,1209.864380,4253550
2021-01-04,1269.000000,1290.000000,1261.150024,1288.250000,1236.548706,7208454
2021-01-05,1282.000000,1299.000000,1275.050049,1293.800049,1241.875854,8145280
2021-01-06,1300.000000,1302.000000,1268.050049,1282.099976,1230.645508,7161715
2021-01-07,1296.000000,1297.650024,1255.500000,1262.150024,1211.496094,10954918
2021-01-08,1278.250000,1316.800049,1278.250000,1312.099976,1259.441528,13186251
2021-01-11,1342.099976,1383.349976,1340.000000,1376.199951,1320.968994,20528626
2021-01-12,1378.000000,1378.000000,1360.000000,1371.750000,1316.697510,8309868
2021-01-13,1373.849976,1392.800049,1360.000000,1387.150024,1331.479492,14442997
2021-01-14,1360.000000,1384.000000,1318.449951,1370.500000,1315.497681,27521697
2021-01-15,1360.000000,1364.449951,1340.000000,1344.949951,1290.973145,15018441
2021-01-18,1338.000000,1340.000000,1306.000000,1312.050049,1259.393433,8861765
2021-01-19,1320.000000,1331.000000,1312.000000,1316.650024,1263.808838,5585744
2021-01-20,1320.550049,1348.400024,1320.550049,1339.449951,1285.693848,8225838
2021-01-21,1350.000000,1361.050049,1335.000000,1339.699951,1285.933716,6142421
2021-01-22,1327.000000,1356.000000,1326.550049,1340.849976,1287.037598,9646591
2021-01-25,1345.000000,1347.900024,1313.000000,1325.099976,1271.919800,6542611
2021-01-27,1319.599976,1327.550049,1285.099976,1301.000000,1248.786987,8133665
2021-01-28,1291.800049,1296.449951,1272.550049,1276.199951,1224.982178,4660690
2021-01-29,1286.250000,1291.150024,1231.000000,1239.050049,1189.323242,12183519
2021-02-01,1250.550049,1277.949951,1241.000000,1260.900024,1210.296387,8880279
2021-02-02,1280.000000,1294.400024,1263.599976,1271.250000,1220.230713,6892490
2021-02-03,1277.650024,1304.000000,1273.000000,1284.650024,1233.093262,8182968
2021-02-04,1285.000000,1293.400024,1272.050049,1279.349976,1228.005737,5032240
2021-02-05,1286.400024,1288.750000,1262.000000,1272.099976,1221.046753,5477481
2021-02-08,1285.500000,1310.000000,1275.500000,1303.550049,1251.234741,6921922
2021-02-09,1306.900024,1332.000000,1297.849976,1305.550049,1253.154419,7965949
2021-02-10,1295.800049,1304.349976,1283.599976,1296.500000,1244.467529,5951207
2021-02-11,1289.000000,1296.000000,1283.050049,1292.650024,1240.772095,4673317
2021-02-12,1305.000000,1323.750000,1301.550049,1309.800049,1257.233765,5797875
2021-02-15,1320.000000,1328.400024,1307.099976,1309.650024,1257.089722,4363513
2021-02-16,1314.000000,1319.750000,1286.000000,1290.400024,1238.612427,6896421
2021-02-17,1290.400024,1294.500000,1275.000000,1281.300049,1229.877686,4575741
2021-02-18,1276.000000,1306.000000,1275.000000,1292.449951,1240.579956,6437551
2021-02-19,1296.099976,1299.500000,1276.800049,1291.300049,1239.476196,5389696
2021-02-22,1295.000000,1308.550049,1260.000000,1265.199951,1214.423706,7371303
2021-02-23,1271.150024,1291.000000,1257.550049,1266.349976,1215.527466,6612942
2021-02-24,1260.050049,1276.599976,1252.000000,1274.300049,1223.158569,4537258
2021-02-25,1288.449951,1299.750000,1272.000000,1274.550049,1223.398438,8788221
2021-02-26,1269.000000,1274.300049,1244.750000,1253.300049,1203.001343,15132388
2021-03-01,1263.300049,1284.500000,1259.000000,1267.000000,1216.151489,5756286
2021-03-02,1282.250000,1310.000000,1279.199951,1304.500000,1252.146484,10461434
2021-03-03,1319.199951,1347.000000,1308.000000,1343.550049,1289.629272,9056399
2021-03-04,1335.000000,1363.849976,1325.900024,1330.349976,1276.959106,12041941
2021-03-05,1328.500000,1340.000000,1305.050049,1316.699951,1263.856812,6486176
2021-03-08,1324.800049,1346.099976,1317.199951,1335.750000,1282.142334,5119392
2021-03-09,1329.500000,1350.449951,1318.750000,1345.550049,1291.549194,6518173
2021-03-10,1356.900024,1374.000000,1355.000000,1368.150024,1313.242065,7925984
2021-03-12,1373.000000,1391.699951,1370.050049,1374.849976,1319.673096,9462061
2021-03-15,1370.000000,1379.900024,1358.500000,1373.599976,1318.473267,6658635
2021-03-16,1386.050049,1406.000000,1380.500000,1384.000000,1328.455811,9352771
2021-03-17,1392.250000,1400.000000,1382.000000,1387.000000,1331.335327,7626744
2021-03-18,1393.750000,1393.750000,1313.500000,1337.099976,1283.438232,10961755
2021-03-19,1330.000000,1355.199951,1318.000000,1344.449951,1290.493042,12767112
2021-03-22,1350.099976,1376.000000,1336.099976,1370.800049,1315.785645,4862758
2021-03-23,1372.449951,1383.250000,1359.599976,1371.550049,1316.505737,7165335
2021-03-24,1357.849976,1370.449951,1346.250000,1353.750000,1299.419800,6134303
2021-03-25,1346.750000,1352.500000,1327.599976,1333.800049,1280.270752,8749994
2021-03-26,1344.699951,1356.699951,1332.000000,1336.199951,1282.574097,4922071
2021-03-30,1346.900024,1400.000000,1336.150024,1385.300049,1329.703857,10546381
2021-03-31,1382.000000,1388.000000,1363.300049,1368.050049,1313.146118,8220987
2021-04-01,1380.000000,1391.599976,1371.000000,1385.199951,1329.607666,5675155
2021-04-05,1391.000000,1425.000000,1387.000000,1409.900024,1353.316528,9479572
2021-04-06,1423.000000,1426.000000,1406.449951,1411.050049,1354.420288,5793571
2021-04-07,1410.250000,1434.949951,1406.599976,1430.199951,1372.801636,5879234
2021-04-08,1430.000000,1451.699951,1421.000000,1439.849976,1382.064331,5654434
2021-04-09,1455.000000,1455.000000,1430.050049,1441.050049,1383.216309,6052712
2021-04-12,1474.000000,1477.550049,1415.000000,1425.750000,1368.530396,20384532
2021-04-13,1433.000000,1435.250000,1375.000000,1397.150024,1341.078125,14855206
2021-04-15,1332.300049,1366.400024,1320.000000,1360.750000,1306.138916,25342491
2021-04-16,1365.000000,1370.849976,1346.599976,1353.750000,1299.419800,10879878
2021-04-19,1340.000000,1379.699951,1332.349976,1362.550049,1307.866821,12508028
2021-04-20,1379.000000,1379.000000,1342.400024,1351.349976,1297.116211,8560766
2021-04-22,1355.550049,1364.800049,1345.150024,1351.099976,1296.876343,6622446
2021-04-23,1343.000000,1348.400024,1331.000000,1333.800049,1280.270752,7316262
